sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation
347910880,,DrugBank,DB10751,Russian olive pollen extract|Elaeagnus angustifolia pollen|DB10751,20200307,20171103,Curation Efforts|Research and Development,NULL
347910881,,DrugBank,DB10752,Arroyo willow pollen|Salix lasiolepis pollen|Arroyo willow pollen extract|DB10752,20200307,20171103,Curation Efforts|Research and Development,NULL
347910882,,DrugBank,DB10753,Salix discolor pollen|pussy willow pollen extract|DB10753,20200307,20171103,Curation Efforts|Research and Development,NULL
347910883,,DrugBank,DB10754,Black Cottonwood Pollen|Populus trichocarpa pollen|balsam poplar pollen extract|Black cottonwood pollen extract|DB10754|Populus balsamifera ssp. trichocarpa pollen|Populus balsamifera subsp. trichocarpa pollen,20200307,20171103,Curation Efforts|Research and Development,NULL
347910884,,DrugBank,DB10755,dandelion pollen extract|Taraxacum officinale pollen|DB10755,20200307,20171103,Curation Efforts|Research and Development,NULL
347910885,,DrugBank,DB10756,Allscale pollen extract|Atriplex polycarpa pollen|DB10756,20200307,20171103,Curation Efforts|Research and Development,NULL
347910886,,DrugBank,DB10757,groundsel pollen extract|Baccharis halimifolia pollen|DB10757,20200307,20171103,Curation Efforts|Research and Development,NULL
347910887,,DrugBank,DB10758,Ambrosia salsola pollen|Burrobrush pollen extract|Hymenoclea salsola pollen|DB10758,20200307,20171103,Curation Efforts|Research and Development,NULL
347910888,,DrugBank,DB10759,iodine bush pollen extract|Allenrolfea occidentalis pollen|DB10759,20200307,20171103,Curation Efforts|Research and Development,NULL
347910889,,DrugBank,DB10760,lens scale pollen extract|Atriplex lentiformis pollen|DB10760,20200307,20171103,Curation Efforts|Research and Development,NULL
347910890,,DrugBank,DB10761,Artemisia douglasiana pollen|California mugwort pollen extract|DB10761,20200307,20171103,Curation Efforts|Research and Development,NULL
347910891,,DrugBank,DB10762,Artemisia ludoviciana pollen|dark leaved mugwort pollen extract|DB10762,20200307,20171103,Curation Efforts|Research and Development,NULL
347910892,,DrugBank,DB10763,Urtica dioica pollen|nettle pollen extract|DB10763,20200307,20171103,Curation Efforts|Research and Development,NULL
347910893,,DrugBank,DB10764,Iva axillaris pollen|poverty weed pollen extract|DB10764,20200307,20171103,Curation Efforts|Research and Development,NULL
347910894,,DrugBank,DB10765,Ambrosia deltoidea pollen|rabbit bush pollen extract|DB10765,20200307,20171103,Curation Efforts|Research and Development,NULL
347910895,,DrugBank,DB10766,Greasewood pollen extract|Sarcobatus vermiculatus pollen|DB10766,20200307,20171103,Curation Efforts|Research and Development,NULL
347910896,,DrugBank,DB10767,Atriplex canescens pollen|wing scale pollen extract|DB10767,20200307,20171103,Curation Efforts|Research and Development,NULL
347910897,,DrugBank,DB10768,Artemisia absinthium pollen|wormwood sage pollen extract|DB10768,20200307,20171103,Curation Efforts|Research and Development,NULL
347910898,,DrugBank,DB10788,"Filamentous haemagglutinin|Filamentous haemagglutinin adsorbed|DB10788|Bordetella pertussis filamentous hemagglutinin vaccine, inactivated|Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated)",20200307,20171103,Curation Efforts|Research and Development,NULL
347910899,,DrugBank,DB10789,"Pertactin|Pertactin adsorbed|Bordetella pertussis pertactin antigen|DB10789|Bordetella pertussis pertactin vaccine, inactivated",20200307,20171103,Curation Efforts|Research and Development,NULL
347910900,,DrugBank,DB10790,"DB10790|Bordetella pertussis fimbriae 2/3 antigen|Bordetella pertussis fimbriae 2/3 vaccine, inactivated",20200307,20171103,Curation Efforts|Research and Development,NULL
347910901,,DrugBank,DB10795,"Inactivated poliovirus type I|DB10795|poliovirus vaccine inactivated, type 1 (Mahoney)|Poliovirus type 1 antigen (formaldehyde inactivated)|Inactivated poliomyelitis vaccine (V.C.O.) type 1 Mahoney",20200307,20171103,Curation Efforts|Research and Development,NULL
347910902,,DrugBank,DB10796,"Inactivated poliovirus type II|DB10796|poliovirus vaccine inactivated, type 2 (MEF-1)|Poliovirus type 2 antigen (formaldehyde inactivated)|Inactivated poliomyelitis vaccine (D.C.O.) type 2 MEF1",20200307,20171103,Curation Efforts|Research and Development,NULL
347910903,,DrugBank,DB10797,"Inactivated poliovirus type III|DB10797|poliovirus vaccine inactivated, type 3 (Saukett)|Poliovirus type 3 antigen (formaldehyde inactivated)|Inactivated poliomyelitis vaccine (V.C.O.) type 3 Saukett",20200307,20171103,Curation Efforts|Research and Development,NULL
347910904,,DrugBank,DB10798,DB10798|Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen|Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,20200307,20171103,Curation Efforts|Research and Development,NULL
347910905,,DrugBank,DB10799,DB10799|Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen|Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,20200307,20171103,Curation Efforts|Research and Development,NULL
347910906,,DrugBank,DB10800,DB10800|Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen|Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,20200307,20171103,Curation Efforts|Research and Development,NULL
347910907,,DrugBank,DB10801,DB10801|Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen|Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,20200307,20171103,Curation Efforts|Research and Development,NULL
347910908,,DrugBank,DB10802,"DB10802|Influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated)|Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain",20200307,20171103,Curation Efforts|Research and Development,NULL
347910909,,DrugBank,DB10803,"Typhoid Vi polysaccharide vaccine|DB10803|Salmonella typhi ty2 vi polysaccharide antigen|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",20200307,20171103,Curation Efforts|Research and Development,NULL
347910910,,DrugBank,DB10804,"BCG, Live, Connaught Strain|DB10804|Bacillus calmette-guerin substrain connaught live antigen",20200307,20171103,Curation Efforts|Research and Development,NULL
347910911,,DrugBank,DB10805,"Yellow fever vaccine|Yellow fever, live attenuated|Yellow fever virus live antigen, A|DB10805|Yellow fever virus 17D/tiantan live antigen|Flavivirus yellow fever virus 17D-204 whole|Yellow fever virus strain 17D-204 live antigen|Yellow fever virus strain 17D (live, attenuated)|Yellow fever virus strain 17D-204 live (attenuated) antigen",20200307,20171103,Curation Efforts|Research and Development,NULL
347910912,,DrugBank,DB10807,Candida tropicalis|DB10807,20200307,20171103,Curation Efforts|Research and Development,NULL
347910913,,DrugBank,DB10808,Mucor racemosus|Mucor extract|DB10808,20200307,20171103,Curation Efforts|Research and Development,NULL
347910914,,DrugBank,DB10809,Penicillium camemberti|DB10809,20200307,20171103,Curation Efforts|Research and Development,NULL
347910915,,DrugBank,DB10810,Penicillium expansum|DB10810,20200307,20171103,Curation Efforts|Research and Development,NULL
347910916,,DrugBank,DB10811,Penicillium italicum|DB10811,20200307,20171103,Curation Efforts|Research and Development,NULL
347910917,,DrugBank,DB10812,Penicillium roqueforti|DB10812|Penicillium roquefortii allergenic extract,20200307,20171103,Curation Efforts|Research and Development,NULL
347910918,,DrugBank,DB10813,Phoma destructiva|DB10813,20200307,20171103,Curation Efforts|Research and Development,NULL
347910919,,DrugBank,DB10814,Rhizopus stolonifer|DB10814,20200307,20171103,Curation Efforts|Research and Development,NULL
347910920,,DrugBank,DB10815,green ash pollen extract|Fraxinus pennsylvanica pollen|DB10815,20200307,20171103,Curation Efforts|Research and Development,NULL
347910921,,DrugBank,DB10816,shad scale pollen extract|Atriplex confertifolia pollen|DB10816,20200307,20171103,Curation Efforts|Research and Development,NULL
347910922,,DrugBank,DB10817,Passalora fulva|DB10817,20200307,20171103,Curation Efforts|Research and Development,NULL
347910923,,DrugBank,DB10818,Cochliobolus spicifer|DB10818,20200307,20171103,Curation Efforts|Research and Development,NULL
347910924,,DrugBank,DB10819,Myrothecium verrucaria|gliocladium allergenic extract|DB10819,20200307,20171103,Curation Efforts|Research and Development,NULL
347910925,,DrugBank,DB10820,Hypomyces perniciosus|DB10820,20200307,20171103,Curation Efforts|Research and Development,NULL
347910926,,DrugBank,DB10821,Neurospora crassa|DB10821,20200307,20171103,Curation Efforts|Research and Development,NULL
347910927,,DrugBank,DB10822,Paecilomyces variotii|DB10822,20200307,20171103,Curation Efforts|Research and Development,NULL
347910928,,DrugBank,DB10823,Microascus brevicaulis|DB10823,20200307,20171103,Curation Efforts|Research and Development,NULL
347910929,,DrugBank,DB10824,Colletotrichum coccodes|DB10824,20200307,20171103,Curation Efforts|Research and Development,NULL
347910930,,DrugBank,DB10825,Pleospora herbarum|DB10825,20200307,20171103,Curation Efforts|Research and Development,NULL
347910931,,DrugBank,DB10826,Streptomyces griseus|DB10826,20200307,20171103,Curation Efforts|Research and Development,NULL
347910932,,DrugBank,DB10827,Trichoderma viride|DB10827,20200307,20171103,Curation Efforts|Research and Development,NULL
347910933,,DrugBank,DB10828,Trichophyton schoenleinii|DB10828,20200307,20171103,Curation Efforts|Research and Development,NULL
347910934,,DrugBank,DB10829,Basil|DB10829,20200307,20171103,Curation Efforts|Research and Development,NULL
347910935,,DrugBank,DB10830,Mung bean|DB10830,20200307,20171103,Curation Efforts|Research and Development,NULL
347910936,,DrugBank,DB10831,Betula papyrifera pollen|paper birch pollen extract|DB10831,20200307,20171103,Curation Efforts|Research and Development,NULL
347910937,,DrugBank,DB10832,Betula occidentalis pollen|water birch pollen extract|DB10832,20200307,20171103,Curation Efforts|Research and Development,NULL
347910938,,DrugBank,DB10833,yellow birch pollen extract|Betula alleghaniensis pollen|DB10833,20200307,20171103,Curation Efforts|Research and Development,NULL
347910939,,DrugBank,DB10834,Ustilago cynodontis|Bermuda grass smut extract|DB10834,20200307,20171103,Curation Efforts|Research and Development,NULL
347910940,,DrugBank,DB10835,Ustilago nuda|Barley smut extract|Ustilago nuda hordei|DB10835,20200307,20171103,Curation Efforts|Research and Development,NULL
347910941,,DrugBank,DB10836,Bromus secalinus pollen|cheat grass pollen extract|DB10836,20200307,20171103,Curation Efforts|Research and Development,NULL
347910942,,DrugBank,DB10837,Beta vulgaris pollen|sugar beet pollen extract|DB10837,20200307,20171103,Curation Efforts|Research and Development,NULL
347910943,,DrugBank,DB10838,Chenopodium botrys pollen|Jerusalem oak pollen extract|DB10838,20200307,20171103,Curation Efforts|Research and Development,NULL
347910944,,DrugBank,DB10839,Mycocladus corymbiferus|DB10839,20200307,20171103,Curation Efforts|Research and Development,NULL
347910945,,DrugBank,DB10840,Acrothecium robustum|DB10840,20200307,20171103,Curation Efforts|Research and Development,NULL
347910946,,DrugBank,DB10841,Humicola grisea|DB10841,20200307,20171103,Curation Efforts|Research and Development,NULL
347910947,,DrugBank,DB10842,Microsporum audouinii|DB10842,20200307,20171103,Curation Efforts|Research and Development,NULL
347910948,,DrugBank,DB10843,Microsporum canis|DB10843,20200307,20171103,Curation Efforts|Research and Development,NULL
347910949,,DrugBank,DB10844,Apiospora montagnei|DB10844,20200307,20171103,Curation Efforts|Research and Development,NULL
347910950,,DrugBank,DB10845,Phycomyces blakesleeanus|Algal fungi allergenic extract|DB10845,20200307,20171103,Curation Efforts|Research and Development,NULL
347910951,,DrugBank,DB10846,Sporotrichum pruinosum|white-rot fungus extract|DB10846,20200307,20171103,Curation Efforts|Research and Development,NULL
347910952,,DrugBank,DB10847,Stachybotrys chartarum|DB10847,20200307,20171103,Curation Efforts|Research and Development,NULL
347910953,,DrugBank,DB10848,Syncephalastrum racemosum|DB10848,20200307,20171103,Curation Efforts|Research and Development,NULL
347910954,,DrugBank,DB10849,Tetracoccosporium paxianum|DB10849,20200307,20171103,Curation Efforts|Research and Development,NULL
347910955,,DrugBank,DB10850,Verticillium albo-atrum|DB10850,20200307,20171103,Curation Efforts|Research and Development,NULL
347910956,,DrugBank,DB10851,White catfish|Amiurus catus flesh|Silurus catus flesh|Ameiurus catus flesh|Ameiurus catus muscle|Ictalurus catus flesh|Pimelodus catus flesh|Catfish (ameiurus catus)|DB10851,20200307,20171103,Curation Efforts|Research and Development,NULL
347910957,,DrugBank,DB10852,Carob|DB10852,20200307,20171103,Curation Efforts|Research and Development,NULL
347910958,,DrugBank,DB10853,Sweet cherry|DB10853,20200307,20171103,Curation Efforts|Research and Development,NULL
347910959,,DrugBank,DB10856,Bos taurus hair|DB10856,20200307,20171103,Curation Efforts|Research and Development,NULL
347910960,,DrugBank,DB10857,canary feather extract|Serinus canaria feather|DB10857,20200307,20171103,Curation Efforts|Research and Development,NULL
347910961,,DrugBank,DB10858,Melilotus albus pollen|white sweet clover pollen extract|DB10858,20200307,20171103,Curation Efforts|Research and Development,NULL
347910962,,DrugBank,DB10859,Melilotus officinalis pollen|yellow sweet clover pollen extract|DB10859,20200307,20171103,Curation Efforts|Research and Development,NULL
347910963,,DrugBank,DB10860,Typha latifolia pollen|broadleaf cattail pollen extract|DB10860,20200307,20171103,Curation Efforts|Research and Development,NULL
347910964,,DrugBank,DB10861,Atlantic cod|DB10861,20200307,20171103,Curation Efforts|Research and Development,NULL
347910965,,DrugBank,DB10862,Red currant|DB10862,20200307,20171103,Curation Efforts|Research and Development,NULL
347910966,,DrugBank,DB10864,Cumin|DB10864,20200307,20171103,Curation Efforts|Research and Development,NULL
347910967,,DrugBank,DB10865,Cladosporium herbarum|DB10865,20200307,20171103,Curation Efforts|Research and Development,NULL
347910968,,DrugBank,DB10866,Acheta domesticus|cricket allergenic extract|DB10866,20200307,20171103,Curation Efforts|Research and Development,NULL
347910969,,DrugBank,DB10867,Dog hair|Dog hair extract|Canis canis hair|Domestic dog hair|Canis domesticus hair|Canis familiaris hair|Canis lupus familiaris hair|Canis familiarus domesticus hair|Canis lupus familiaris hair extract|DB10867,20200307,20171103,Curation Efforts|Research and Development,NULL
347910970,,DrugBank,DB10868,Odocoileus virginianus hair|white-tailed deer hair extract|DB10868,20200307,20171103,Curation Efforts|Research and Development,NULL
347910971,,DrugBank,DB10869,Grain mill dust|DB10869,20200307,20171103,Curation Efforts|Research and Development,NULL
347910972,,DrugBank,DB10870,Epidermophyton floccosum|DB10870,20200307,20171103,Curation Efforts|Research and Development,NULL
347910973,,DrugBank,DB10871,Ambrosia dumosa pollen|desert ragweed pollen extract|DB10871,20200307,20171103,Curation Efforts|Research and Development,NULL
347910974,,DrugBank,DB10872,Ambrosia confertiflora pollen|weakleaf bur ragweed pollen extract|DB10872,20200307,20171103,Curation Efforts|Research and Development,NULL
347910975,,DrugBank,DB10873,Sporisorium cruentum|Johnson grass smut extract|DB10873,20200307,20171103,Curation Efforts|Research and Development,NULL
347910976,,DrugBank,DB10874,Goose|DB10874,20200307,20171103,Curation Efforts|Research and Development,NULL
347910977,,DrugBank,DB10875,Concord grape|DB10875,20200307,20171103,Curation Efforts|Research and Development,NULL
347910978,,DrugBank,DB10876,Capra hircus hair|domestic goat hair extract|DB10876,20200307,20171103,Curation Efforts|Research and Development,NULL
347910979,,DrugBank,DB10877,Cavia porcellus hair|DB10877,20200307,20171103,Curation Efforts|Research and Development,NULL
347910980,,DrugBank,DB10879,Arrhenatherum elatius pollen|tall oat grass pollen extract|DB10879,20200307,20171103,Curation Efforts|Research and Development,NULL
347910981,,DrugBank,DB10880,horse hair extract|Equus caballus hair|DB10880,20200307,20171103,Curation Efforts|Research and Development,NULL
347910982,,DrugBank,DB10881,Sus scrofa hair|DB10881,20200307,20171103,Curation Efforts|Research and Development,NULL
347910983,,DrugBank,DB10882,Carya cordiformis pollen|bitternut hickory pollen extract|DB10882,20200307,20171103,Curation Efforts|Research and Development,NULL
347910984,,DrugBank,DB10883,Carya glabra pollen|pignut hickory pollen extract|DB10883,20200307,20171103,Curation Efforts|Research and Development,NULL
347910985,,DrugBank,DB10884,Millet extract|Millet seed|DB10884,20200307,20171103,Curation Efforts|Research and Development,NULL
347910986,,DrugBank,DB10885,Mustard greens|DB10885,20200307,20171103,Curation Efforts|Research and Development,NULL
347910987,,DrugBank,DB10887,pin oak pollen extract|Quercus palustris pollen|DB10887,20200307,20171103,Curation Efforts|Research and Development,NULL
347910988,,DrugBank,DB10888,Quercus stellata pollen|post oak pollen extract|DB10888,20200307,20171103,Curation Efforts|Research and Development,NULL
347910989,,DrugBank,DB10889,Quercus garryana pollen|Garrys oak pollen extract|DB10889,20200307,20171103,Curation Efforts|Research and Development,NULL
347910990,,DrugBank,DB10890,Red bell pepper|DB10890,20200307,20171103,Curation Efforts|Research and Development,NULL
347910991,,DrugBank,DB10891,Perch|DB10891,20200307,20171103,Curation Efforts|Research and Development,NULL
347910992,,DrugBank,DB10892,Pumpkin|DB10892|Allergenic extract- pumpkin cucurbita pepo,20200307,20171103,Curation Efforts|Research and Development,NULL
347910993,,DrugBank,DB10893,Melopsittacus undulatus feather|parakeet feather allergenic extract|DB10893,20200307,20171103,Curation Efforts|Research and Development,NULL
347910994,,DrugBank,DB10894,Pinus contorta pollen|lodgepole pine pollen extract|DB10894,20200307,20171103,Curation Efforts|Research and Development,NULL
347910995,,DrugBank,DB10895,Pinus sylvestris pollen|Scotch pine pollen extract|DB10895,20200307,20171103,Curation Efforts|Research and Development,NULL
347910996,,DrugBank,DB10896,Pinus rigida pollen|pitch pine pollen extract|DB10896,20200307,20171103,Curation Efforts|Research and Development,NULL
347910997,,DrugBank,DB10897,"Capsicum|Cayenne|Capsici fructus|Capsicum annuum|Chillie pepper|Chilli pepper|Jalapeno Pepper|Chile pepper|African chillies|Capsicum extract|Louisiana long pepper|Louisiana sport pepper|Peppers, jalapeno, raw|DB10897",20200307,20171103,Curation Efforts|Research and Development,NULL
347910998,,DrugBank,DB10898,Oryctolagus cuniculus hair|European rabbit hair extract|DB10898,20200307,20171103,Curation Efforts|Research and Development,NULL
347910999,,DrugBank,DB10899,redwood pollen extract|Sequoia sempervirens pollen|DB10899,20200307,20171103,Curation Efforts|Research and Development,NULL
347911000,,DrugBank,DB10900,Rumex obtusifolius pollen|bitter dock pollen extract|DB10900,20200307,20171103,Curation Efforts|Research and Development,NULL
347911001,,DrugBank,DB10901,Rumex altissimus pollen|pale dock pollen extract|DB10901,20200307,20171103,Curation Efforts|Research and Development,NULL
347911002,,DrugBank,DB10902,white (mexican) dock pollen extract|DB10902|Rumex salicifolius var. mexicanus pollen,20200307,20171103,Curation Efforts|Research and Development,NULL
347911003,,DrugBank,DB10903,grain moth extract|Sitotroga cerealella|DB10903,20200307,20171103,Curation Efforts|Research and Development,NULL
347911004,,DrugBank,DB10904,English sole|DB10904,20200307,20171103,Curation Efforts|Research and Development,NULL
347911005,,DrugBank,DB10905,Safflower|safflower seed allergenic extract|DB10905,20200307,20171103,Curation Efforts|Research and Development,NULL
347911006,,DrugBank,DB10906,Sugarcane|DB10906,20200307,20171103,Curation Efforts|Research and Development,NULL
347911007,,DrugBank,DB10907,Sunflower seed|DB10907,20200307,20171103,Curation Efforts|Research and Development,NULL
347911008,,DrugBank,DB10908,Platanus hybrida pollen|maple leaf sycamore pollen extract|DB10908,20200307,20171103,Curation Efforts|Research and Development,NULL
347911009,,DrugBank,DB10909,coast sage pollen extract|Artemisia californica pollen|DB10909,20200307,20171103,Curation Efforts|Research and Development,NULL
347911010,,DrugBank,DB10910,sunflower pollen extract|Helianthus annuus pollen|DB10910,20200307,20171103,Curation Efforts|Research and Development,NULL
347911011,,DrugBank,DB10911,blue beech pollen extract|Carpinus caroliniana pollen|DB10911,20200307,20171103,Curation Efforts|Research and Development,NULL
347911012,,DrugBank,DB10912,Picea pungens pollen|blue spruce pollen extract|DB10912,20200307,20171103,Curation Efforts|Research and Development,NULL
347911013,,DrugBank,DB10913,"Tapioca starch|Starch, tapioca|Starch, pregelatinized tapioca|tapioca starch allergenic extract|DB10913",20200307,20171103,Curation Efforts|Research and Development,NULL
347911014,,DrugBank,DB10914,tamarack pollen extract|Larix occidentalis pollen|DB10914,20200307,20171103,Curation Efforts|Research and Development,NULL
347911015,,DrugBank,DB10915,Trichophyton rubrum|DB10915,20200307,20171103,Curation Efforts|Research and Development,NULL
347911016,,DrugBank,DB10916,Salix lucida ssp. lasiandra pollen|western black willow pollen extract|DB10916,20200307,20171103,Curation Efforts|Research and Development,NULL
347911017,,DrugBank,DB10918,Venison|DB10918,20200307,20171103,Curation Efforts|Research and Development,NULL
347911018,,DrugBank,DB10919,Black walnut|DB10919,20200307,20171103,Curation Efforts|Research and Development,NULL
347911019,,DrugBank,DB10921,Artemisia dracunculus pollen|Indian wormwood sage pollen extract|DB10921,20200307,20171103,Curation Efforts|Research and Development,NULL
347911020,,DrugBank,DB10922,Pinus banksiana pollen|jack pine pollen extract|DB10922,20200307,20171103,Curation Efforts|Research and Development,NULL
347911021,,DrugBank,DB10923,Pinus resinosa pollen|red pine pollen extract|DB10923,20200307,20171103,Curation Efforts|Research and Development,NULL
347911022,,DrugBank,DB10924,Pinus nigra pollen|Austrian pine pollen extract|DB10924,20200307,20171103,Curation Efforts|Research and Development,NULL
347911023,,DrugBank,DB10925,Pinus thunbergii pollen|Japanese black pine pollen extract|DB10925,20200307,20171103,Curation Efforts|Research and Development,NULL
347911024,,DrugBank,DB10926,Carya alba pollen|Carya tomentosa pollen|white hickory pollen extract|DB10926,20200307,20171103,Curation Efforts|Research and Development,NULL
347911025,,DrugBank,DB10927,Iva annua pollen|Iva annua var. annua pollen|rough marshelder pollen extract|DB10927,20200307,20171103,Curation Efforts|Research and Development,NULL
347911026,,DrugBank,DB10928,Kochia scoparia pollen|Bassia scoparia pollen|burning bush pollen extract|DB10928,20200307,20171103,Curation Efforts|Research and Development,NULL
347911027,,DrugBank,DB10929,Iva xanthifolia pollen|Cyclachaena xanthifolia pollen|burweed marshelder pollen extract|DB10929,20200307,20171103,Curation Efforts|Research and Development,NULL
347911028,,DrugBank,DB10933,Curvularia extract|Cochliobolus lunatus|DB10933,20200307,20171103,Curation Efforts|Research and Development,NULL
347911029,,DrugBank,DB10934,Fusarium extract|Haematonectria haematococca|DB10934,20200307,20171103,Curation Efforts|Research and Development,NULL
347911030,,DrugBank,DB10935,Chrysonilia sitophila|Monilia sitophila extract|DB10935,20200307,20171103,Curation Efforts|Research and Development,NULL
347911031,,DrugBank,DB10936,Pleospora betae|Phoma extract|DB10936,20200307,20171103,Curation Efforts|Research and Development,NULL
347911032,,DrugBank,DB10937,wheat rust extract|Puccinia striiformis var. striiformis|DB10937,20200307,20171103,Curation Efforts|Research and Development,NULL
347911033,,DrugBank,DB10941,Bassia hyssopifolia pollen|fivehorn smotherweed pollen extract|DB10941,20200307,20171103,Curation Efforts|Research and Development,NULL
347911034,,DrugBank,DB10942,Brassica rapa pollen|mustard pollen extract|DB10942,20200307,20171103,Curation Efforts|Research and Development,NULL
347911035,,DrugBank,DB10943,bottlebrush pollen extract|Callistemon citrinus pollen|DB10943,20200307,20171103,Curation Efforts|Research and Development,NULL
347911036,,DrugBank,DB10945,Dicoria canescens pollen|silver ragweed pollen extract|DB10945,20200307,20171103,Curation Efforts|Research and Development,NULL
347911037,,DrugBank,DB10946,winterfat pollen extract|Krascheninnikovia lanata pollen|DB10946,20200307,20171103,Curation Efforts|Research and Development,NULL
347911038,,DrugBank,DB10947,Ambrosia ambrosioides pollen|canyon ragweed pollen extract|DB10947,20200307,20171103,Curation Efforts|Research and Development,NULL
347911039,,DrugBank,DB10948,Ambrosia chamissonis pollen|sandbur ragweed pollen extract|DB10948,20200307,20171103,Curation Efforts|Research and Development,NULL
347911040,,DrugBank,DB10949,Koeleria macrantha pollen|Koelers grass pollen extract|Standardized june grass pollen|DB10949,20200307,20171103,Curation Efforts|Research and Development,NULL
347911041,,DrugBank,DB10950,date palm pollen extract|Phoenix dactylifera pollen|DB10950,20200307,20171103,Curation Efforts|Research and Development,NULL
347911042,,DrugBank,DB10952,Quercus dumosa pollen|California scrub oak pollen extract|DB10952,20200307,20171103,Curation Efforts|Research and Development,NULL
347911043,,DrugBank,DB10953,Suaeda nigra pollen|Suaeda moquinii pollen|alkali blite pollen extract|DB10953,20200307,20171103,Curation Efforts|Research and Development,NULL
347911044,,DrugBank,DB10954,Tilia cordata pollen|linden pollen extract|DB10954,20200307,20171103,Curation Efforts|Research and Development,NULL
347911045,,DrugBank,DB10955,Apis mellifera venom|DB10955,20200307,20171103,Curation Efforts|Research and Development,NULL
347911046,,DrugBank,DB10956,Vespula maculifrons venom protein|DB10956,20200307,20171103,Curation Efforts|Research and Development,NULL
347911047,,DrugBank,DB10957,yellow hornet venom protein|Dolichovespula arenaria venom protein|DB10957|Dolichovespula arenaria venom protein extract,20200307,20171103,Curation Efforts|Research and Development,NULL
347911048,,DrugBank,DB10958,bald-faced hornet venom protein|White faced hornet venom protein|Dolichovespula maculata venom protein|DB10958,20200307,20171103,Curation Efforts|Research and Development,NULL
347911049,,DrugBank,DB10959,Polistes fuscatus venom protein|northern paper wasp venom protein|DB10959,20200307,20171103,Curation Efforts|Research and Development,NULL
347911050,,DrugBank,DB10961,Hordeum vulgare pollen|cultivated barley pollen extract|DB10961,20200307,20171103,Curation Efforts|Research and Development,NULL
347911051,,DrugBank,DB10962,Agrostis stolonifera pollen|creeping bentgrass pollen extract|DB10962,20200307,20171103,Curation Efforts|Research and Development,NULL
347911052,,DrugBank,DB10963,Phalaris minor pollen|littleseed canary grass pollen extract|DB10963,20200307,20171103,Curation Efforts|Research and Development,NULL
347911053,,DrugBank,DB10964,"Lolium multiflorum pollen|Italian rye grass pollen extract|Lolium perenne ssp. multiflorum pollen|DB10964|Lolium perenne subsp. multiflorum pollen|Allergenic extract, Italian Ryegrass Pollen",20200307,20171103,Curation Efforts|Research and Development,NULL
347911054,,DrugBank,DB10965,Sorghum bicolor pollen extract|Sorghum bicolor subsp. bicolor pollen|DB10965,20200307,20171103,Curation Efforts|Research and Development,NULL
347911055,,DrugBank,DB10966,Sudan grass pollen extract|DB10966|Sorghum bicolor subsp. drummondii pollen,20200307,20171103,Curation Efforts|Research and Development,NULL
347911056,,DrugBank,DB10967,broomweed pollen extract|Amphiachyris dracunculoides pollen|DB10967,20200307,20171103,Curation Efforts|Research and Development,NULL
347911057,,DrugBank,DB10968,Iva angustifolia pollen|narrowleaf marshelder pollen extract|DB10968,20200307,20171103,Curation Efforts|Research and Development,NULL
347911058,,DrugBank,DB10969,Neurospora sitophila|DB10969,20200307,20171103,Curation Efforts|Research and Development,NULL
347911059,,DrugBank,DB10970,Trichophyton tonsurans|DB10970,20200307,20171103,Curation Efforts|Research and Development,NULL
347911060,,DrugBank,DB10975,Pyrethrum cinerariifolium|Tanacetum cinerariifolium flower|DB10975,20200307,20171103,Curation Efforts|Research and Development,NULL
347911061,,DrugBank,DB10976,Largemouth bass|DB10976,20200307,20171103,Curation Efforts|Research and Development,NULL
347911062,,DrugBank,DB10977,"Chocolate|Cacao|Cocoa|Cocoa extract|Cocoa powder|Cocoa bean|Cacao bean|Cacao (cocoa)|Theobroma cacao seed|Cacao seed, fermented|Chocolate seed, fermented|Chocolate allergenic extract|Cocoa bean allergenic extract|Theobroma cacao seed, fermented|Theobroma cacao (cocoa) extract|Theobroma cacao (cocoa) seed powder|Theobroma cacao (cocoa) seed extract|DB10977",20200307,20171103,Curation Efforts|Research and Development,NULL
347911063,,DrugBank,DB10979,Blue crab|blue crab preparation|DB10979,20200307,20171103,Curation Efforts|Research and Development,NULL
347911064,,DrugBank,DB10980,Malted barley|Barley malt flr|Barley Malt|Barley malt flour|DB10980,20200307,20171103,Curation Efforts|Research and Development,NULL
347911065,,DrugBank,DB10981,Radish|DB10981,20200307,20171103,Curation Efforts|Research and Development,NULL
